,barcodes,ms_leiden_2.5,AIFI_L1,AIFI_L2,AIFI_L3
12504,91ec93a4fed011eb850e06aac0d344cf,6,B cell ,Memory B cell,Core memory B cell
12505,91ece78cfed011eb850e06aac0d344cf,1,B cell ,Memory B cell,Early memory B cell
12506,91ecfd12fed011eb850e06aac0d344cf,10,B cell ,Memory B cell,Type 2 polarized memory B cell
12507,91eda80cfed011eb850e06aac0d344cf,8,B cell ,Memory B cell,Type 2 polarized memory B cell
12508,91edf654fed011eb850e06aac0d344cf,1,B cell ,Memory B cell,Core memory B cell
12509,91ee5144fed011eb850e06aac0d344cf,9,B cell ,Naive B cell,Core naive B cell
12510,91f04896fed011eb850e06aac0d344cf,8,B cell ,Memory B cell,Core memory B cell
12511,91f0d48cfed011eb850e06aac0d344cf,9,B cell ,Memory B cell,Early memory B cell
12512,91f17d10fed011eb850e06aac0d344cf,6,B cell ,Memory B cell,Core memory B cell
12513,91f3e0fafed011eb850e06aac0d344cf,12,B cell ,Memory B cell,CD95 memory B cell
12514,91f50228fed011eb850e06aac0d344cf,4,B cell ,Memory B cell,Core memory B cell
12515,91f81486fed011eb850e06aac0d344cf,13,B cell ,Memory B cell,Early memory B cell
12516,91f99b30fed011eb850e06aac0d344cf,4,B cell ,Memory B cell,Core memory B cell
12517,91fa5db8fed011eb850e06aac0d344cf,1,B cell ,Memory B cell,Early memory B cell
12518,91facf14fed011eb850e06aac0d344cf,1,B cell ,Memory B cell,Core memory B cell
12519,91ff226cfed011eb850e06aac0d344cf,1,B cell ,Memory B cell,Core memory B cell
12520,92009b1afed011eb850e06aac0d344cf,2,B cell ,Memory B cell,CD95 memory B cell
12521,92010d8efed011eb850e06aac0d344cf,10,B cell ,Memory B cell,Type 2 polarized memory B cell
12522,920223f4fed011eb850e06aac0d344cf,2,B cell ,Memory B cell,Core memory B cell
12523,92077a16fed011eb850e06aac0d344cf,6,B cell ,Memory B cell,Core memory B cell
12524,9208558afed011eb850e06aac0d344cf,1,B cell ,Memory B cell,Core memory B cell
12525,92093892fed011eb850e06aac0d344cf,8,B cell ,Memory B cell,Core memory B cell
12526,920a7c16fed011eb850e06aac0d344cf,1,B cell ,Memory B cell,Core memory B cell
12527,920c6ac6fed011eb850e06aac0d344cf,9,B cell ,Naive B cell,Core naive B cell
12528,920c8268fed011eb850e06aac0d344cf,8,B cell ,Memory B cell,Core memory B cell
12529,920d04b8fed011eb850e06aac0d344cf,10,B cell ,Memory B cell,Core memory B cell
12530,920d67befed011eb850e06aac0d344cf,10,B cell ,Memory B cell,Type 2 polarized memory B cell
12531,920e3fccfed011eb850e06aac0d344cf,6,B cell ,Memory B cell,Core memory B cell
12532,4665c294fecf11eb8f22ce835a92b018,6,B cell ,Effector B cell,CD27+ effector B cell
12533,466e0008fecf11eb8f22ce835a92b018,2,B cell ,Memory B cell,Core memory B cell
12534,46700f38fecf11eb8f22ce835a92b018,6,B cell ,Effector B cell,CD27+ effector B cell
12535,46729172fecf11eb8f22ce835a92b018,1,B cell ,Memory B cell,Core memory B cell
12536,467ef566fecf11eb8f22ce835a92b018,4,B cell ,Memory B cell,Core memory B cell
12537,46807558fecf11eb8f22ce835a92b018,1,B cell ,Memory B cell,Early memory B cell
12538,46809312fecf11eb8f22ce835a92b018,6,B cell ,Memory B cell,Core memory B cell
12539,4680e7eafecf11eb8f22ce835a92b018,1,B cell ,Memory B cell,Core memory B cell
12540,468c59d6fecf11eb8f22ce835a92b018,10,B cell ,Memory B cell,Core memory B cell
12541,46944588fecf11eb8f22ce835a92b018,2,B cell ,Memory B cell,Core memory B cell
12542,46abe562fecf11eb8f22ce835a92b018,1,B cell ,Memory B cell,Core memory B cell
12543,46add43afecf11eb8f22ce835a92b018,6,B cell ,Memory B cell,Core memory B cell
12544,46adfe60fecf11eb8f22ce835a92b018,2,B cell ,Memory B cell,Core memory B cell
12545,46ae44cefecf11eb8f22ce835a92b018,1,B cell ,Memory B cell,Core memory B cell
12546,46b29e2afecf11eb8f22ce835a92b018,4,B cell ,Memory B cell,Core memory B cell
12547,46b4c5b0fecf11eb8f22ce835a92b018,16,B cell ,Memory B cell,Core memory B cell
12548,46b74a60fecf11eb8f22ce835a92b018,1,B cell ,Memory B cell,Core memory B cell
12549,2ed4277efeca11eb84a5baa122ad77d8,4,B cell ,Memory B cell,Core memory B cell
12550,2ed62d44feca11eb84a5baa122ad77d8,1,B cell ,Memory B cell,Core memory B cell
12551,2ed71560feca11eb84a5baa122ad77d8,1,B cell ,Memory B cell,Early memory B cell
12552,2edaf8d8feca11eb84a5baa122ad77d8,8,B cell ,Memory B cell,Core memory B cell
12553,2ee1fb10feca11eb84a5baa122ad77d8,6,B cell ,Memory B cell,Core memory B cell
12554,2ee62f78feca11eb84a5baa122ad77d8,10,B cell ,Memory B cell,Core memory B cell
12555,2eee3916feca11eb84a5baa122ad77d8,0,B cell ,Memory B cell,Core memory B cell
12556,2ef069acfeca11eb84a5baa122ad77d8,12,B cell ,Memory B cell,CD95 memory B cell
12557,2ef1bf50feca11eb84a5baa122ad77d8,6,B cell ,Effector B cell,CD27+ effector B cell
12558,2ef29b64feca11eb84a5baa122ad77d8,2,B cell ,Memory B cell,Core memory B cell
12559,2ef2a122feca11eb84a5baa122ad77d8,8,B cell ,Memory B cell,Core memory B cell
12560,2ef7f7b2feca11eb84a5baa122ad77d8,9,B cell ,Memory B cell,Core memory B cell
12561,2efafafcfeca11eb84a5baa122ad77d8,1,B cell ,Memory B cell,Early memory B cell
12562,2efe0eeafeca11eb84a5baa122ad77d8,13,B cell ,Memory B cell,Early memory B cell
12563,2eff651afeca11eb84a5baa122ad77d8,10,B cell ,Memory B cell,Type 2 polarized memory B cell
12564,2f04b830feca11eb84a5baa122ad77d8,14,B cell ,Memory B cell,Core memory B cell
12565,2f058b7afeca11eb84a5baa122ad77d8,6,B cell ,Memory B cell,Core memory B cell
12566,2f07d218feca11eb84a5baa122ad77d8,2,B cell ,Memory B cell,Core memory B cell
12567,2f0840eafeca11eb84a5baa122ad77d8,4,B cell ,Memory B cell,Core memory B cell
12568,2f0929ecfeca11eb84a5baa122ad77d8,5,B cell ,Memory B cell,Core memory B cell
12569,2f0f4ed0feca11eb84a5baa122ad77d8,5,B cell ,Memory B cell,Core memory B cell
12570,2f13aaf2feca11eb84a5baa122ad77d8,1,B cell ,Memory B cell,Early memory B cell
12571,2f15c418feca11eb84a5baa122ad77d8,12,B cell ,Memory B cell,CD95 memory B cell
12572,2f1c62e6feca11eb84a5baa122ad77d8,4,B cell ,Memory B cell,Core memory B cell
12573,2f21b282feca11eb84a5baa122ad77d8,0,B cell ,Memory B cell,Core memory B cell
12574,2f24d110feca11eb84a5baa122ad77d8,1,B cell ,Memory B cell,Core memory B cell
12575,2f255590feca11eb84a5baa122ad77d8,11,B cell ,Memory B cell,Core memory B cell
12576,2f289a0cfeca11eb84a5baa122ad77d8,7,B cell ,Memory B cell,Core memory B cell
12577,2f28a27cfeca11eb84a5baa122ad77d8,5,B cell ,Memory B cell,Core memory B cell
12578,2f2936bafeca11eb84a5baa122ad77d8,6,B cell ,Effector B cell,CD27+ effector B cell
12579,d58dbb60fef811eb887c9abd79b723cf,1,B cell ,Memory B cell,Core memory B cell
12580,d58e3932fef811eb887c9abd79b723cf,6,B cell ,Memory B cell,Core memory B cell
12581,d590fd02fef811eb887c9abd79b723cf,12,B cell ,Memory B cell,CD95 memory B cell
12582,d5912ae8fef811eb887c9abd79b723cf,13,B cell ,Memory B cell,Core memory B cell
12583,d59167a6fef811eb887c9abd79b723cf,0,B cell ,Memory B cell,Early memory B cell
12584,d5916882fef811eb887c9abd79b723cf,6,B cell ,Memory B cell,Core memory B cell
12585,d59267dcfef811eb887c9abd79b723cf,4,B cell ,Memory B cell,Core memory B cell
12586,d5933bb2fef811eb887c9abd79b723cf,12,B cell ,Memory B cell,CD95 memory B cell
12587,d595a33efef811eb887c9abd79b723cf,2,B cell ,Memory B cell,Core memory B cell
12588,d5963420fef811eb887c9abd79b723cf,0,B cell ,Memory B cell,Core memory B cell
12589,d59aa352fef811eb887c9abd79b723cf,1,B cell ,Memory B cell,Early memory B cell
12590,d59abeaafef811eb887c9abd79b723cf,4,B cell ,Memory B cell,Core memory B cell
12591,d59c795cfef811eb887c9abd79b723cf,1,B cell ,Memory B cell,Core memory B cell
12592,d59e1f96fef811eb887c9abd79b723cf,10,B cell ,Memory B cell,Type 2 polarized memory B cell
12593,d5a166e2fef811eb887c9abd79b723cf,13,B cell ,Memory B cell,Early memory B cell
12594,d5a1a670fef811eb887c9abd79b723cf,0,B cell ,Memory B cell,Core memory B cell
12595,d5a1c10afef811eb887c9abd79b723cf,4,B cell ,Memory B cell,Core memory B cell
12596,d5a5bde6fef811eb887c9abd79b723cf,4,B cell ,Memory B cell,Core memory B cell
12597,d5a5ccb4fef811eb887c9abd79b723cf,10,B cell ,Memory B cell,Type 2 polarized memory B cell
12598,d5aba710fef811eb887c9abd79b723cf,1,B cell ,Memory B cell,Early memory B cell
12599,d5affd4cfef811eb887c9abd79b723cf,5,B cell ,Memory B cell,Core memory B cell
12600,d5b21fb4fef811eb887c9abd79b723cf,4,B cell ,Memory B cell,Core memory B cell
12601,d5b51acafef811eb887c9abd79b723cf,8,B cell ,Memory B cell,Core memory B cell
12602,d5b6a5d4fef811eb887c9abd79b723cf,1,B cell ,Memory B cell,Core memory B cell
12603,d5b94672fef811eb887c9abd79b723cf,7,B cell ,Memory B cell,Core memory B cell
12604,d5be5676fef811eb887c9abd79b723cf,6,B cell ,Memory B cell,Core memory B cell
12605,d5bfe220fef811eb887c9abd79b723cf,10,B cell ,Memory B cell,Type 2 polarized memory B cell
12606,d5c26ab8fef811eb887c9abd79b723cf,5,B cell ,Memory B cell,Core memory B cell
12607,d5c3351afef811eb887c9abd79b723cf,0,B cell ,Memory B cell,Core memory B cell
