,barcodes,ms_leiden_2.5,AIFI_L1,AIFI_L2,AIFI_L3
24707,6d90472c749111eb9099229ae8d7075c,6,B cell ,Effector B cell,CD27+ effector B cell
24708,6d9680ba749111eb9099229ae8d7075c,7,B cell ,Memory B cell,Core memory B cell
24709,6d99c5c2749111eb9099229ae8d7075c,1,B cell ,Memory B cell,Core memory B cell
24710,6d9ac3e6749111eb9099229ae8d7075c,2,B cell ,Memory B cell,Core memory B cell
24711,6d9f5b36749111eb9099229ae8d7075c,1,B cell ,Memory B cell,Core memory B cell
24712,6dab0d46749111eb9099229ae8d7075c,7,B cell ,Memory B cell,Core memory B cell
24713,6db0630e749111eb9099229ae8d7075c,7,B cell ,Memory B cell,Core memory B cell
24714,6db21d8e749111eb9099229ae8d7075c,8,B cell ,Memory B cell,Core memory B cell
24715,6db70e16749111eb9099229ae8d7075c,1,B cell ,Memory B cell,Core memory B cell
24716,6db9787c749111eb9099229ae8d7075c,4,B cell ,Memory B cell,Core memory B cell
24717,6dbb34c8749111eb9099229ae8d7075c,6,B cell ,Memory B cell,Core memory B cell
24718,6dbcec8c749111eb9099229ae8d7075c,1,B cell ,Memory B cell,Core memory B cell
24719,6dc564f2749111eb9099229ae8d7075c,1,B cell ,Memory B cell,Core memory B cell
24720,6dc64304749111eb9099229ae8d7075c,1,B cell ,Memory B cell,Core memory B cell
24721,6dc77e9a749111eb9099229ae8d7075c,5,B cell ,Memory B cell,Core memory B cell
24722,6dca4c1a749111eb9099229ae8d7075c,5,B cell ,Memory B cell,Core memory B cell
24723,6dccde08749111eb9099229ae8d7075c,2,B cell ,Memory B cell,Core memory B cell
24724,6dd05a1a749111eb9099229ae8d7075c,7,B cell ,Memory B cell,Core memory B cell
24725,0f077aea745a11eb9460023cc5433a03,14,B cell ,Memory B cell,Core memory B cell
24726,0f07cdec745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24727,0f080028745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24728,0f083d7c745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24729,0f08f38e745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Early memory B cell
24730,0f0c1456745a11eb9460023cc5433a03,7,B cell ,Effector B cell,CD27+ effector B cell
24731,0f0c58b2745a11eb9460023cc5433a03,6,B cell ,Memory B cell,Core memory B cell
24732,0f0d7b48745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Early memory B cell
24733,0f0e63be745a11eb9460023cc5433a03,2,B cell ,Memory B cell,Core memory B cell
24734,0f0fd94c745a11eb9460023cc5433a03,6,B cell ,Memory B cell,Core memory B cell
24735,0f120c26745a11eb9460023cc5433a03,10,B cell ,Memory B cell,Type 2 polarized memory B cell
24736,0f1368fa745a11eb9460023cc5433a03,11,B cell ,Memory B cell,Core memory B cell
24737,0f1613b6745a11eb9460023cc5433a03,5,B cell ,Memory B cell,Core memory B cell
24738,0f1740a6745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24739,0f1761da745a11eb9460023cc5433a03,11,B cell ,Memory B cell,Core memory B cell
24740,0f17eaec745a11eb9460023cc5433a03,4,B cell ,Memory B cell,Core memory B cell
24741,0f187e9e745a11eb9460023cc5433a03,6,B cell ,Memory B cell,Core memory B cell
24742,0f1933fc745a11eb9460023cc5433a03,8,B cell ,Memory B cell,Core memory B cell
24743,0f19f90e745a11eb9460023cc5433a03,0,B cell ,Memory B cell,Core memory B cell
24744,0f1c5708745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24745,0f219574745a11eb9460023cc5433a03,0,B cell ,Memory B cell,Core memory B cell
24746,0f22b99a745a11eb9460023cc5433a03,8,B cell ,Memory B cell,Core memory B cell
24747,0f23c524745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24748,0f25ff1a745a11eb9460023cc5433a03,6,B cell ,Memory B cell,Core memory B cell
24749,0f26641e745a11eb9460023cc5433a03,6,B cell ,Memory B cell,Core memory B cell
24750,0f282e3e745a11eb9460023cc5433a03,10,B cell ,Memory B cell,Core memory B cell
24751,0f295124745a11eb9460023cc5433a03,9,B cell ,Memory B cell,Early memory B cell
24752,0f2e7154745a11eb9460023cc5433a03,8,B cell ,Memory B cell,Core memory B cell
24753,0f2f54e8745a11eb9460023cc5433a03,2,B cell ,Memory B cell,Core memory B cell
24754,0f31be90745a11eb9460023cc5433a03,0,B cell ,Memory B cell,Early memory B cell
24755,0f338428745a11eb9460023cc5433a03,6,B cell ,Memory B cell,Core memory B cell
24756,0f34b08c745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24757,0f351fa4745a11eb9460023cc5433a03,1,B cell ,Effector B cell,CD27+ effector B cell
24758,0f367ade745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24759,0f369762745a11eb9460023cc5433a03,7,B cell ,Memory B cell,Core memory B cell
24760,0f379f2c745a11eb9460023cc5433a03,0,B cell ,Memory B cell,Core memory B cell
24761,0f39434a745a11eb9460023cc5433a03,6,B cell ,Memory B cell,Core memory B cell
24762,0f39471e745a11eb9460023cc5433a03,7,B cell ,Memory B cell,Core memory B cell
24763,0f3bfe14745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24764,0f3d2d20745a11eb9460023cc5433a03,0,B cell ,Memory B cell,Core memory B cell
24765,0f3d4c24745a11eb9460023cc5433a03,9,B cell ,Memory B cell,Early memory B cell
24766,0f3df4bc745a11eb9460023cc5433a03,5,B cell ,Memory B cell,Core memory B cell
24767,0f3e4584745a11eb9460023cc5433a03,10,B cell ,Memory B cell,Type 2 polarized memory B cell
24768,0f41b8c2745a11eb9460023cc5433a03,12,B cell ,Memory B cell,CD95 memory B cell
24769,0f42b40c745a11eb9460023cc5433a03,6,B cell ,Memory B cell,Core memory B cell
24770,0f435100745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24771,0f43a222745a11eb9460023cc5433a03,11,B cell ,Memory B cell,Core memory B cell
24772,0f44256c745a11eb9460023cc5433a03,14,B cell ,Memory B cell,Core memory B cell
24773,0f4702b4745a11eb9460023cc5433a03,10,B cell ,Naive B cell,Core naive B cell
24774,0f474b2a745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24775,0f49080c745a11eb9460023cc5433a03,5,B cell ,Memory B cell,Core memory B cell
24776,0f4a424e745a11eb9460023cc5433a03,0,B cell ,Memory B cell,Early memory B cell
24777,0f4d4c14745a11eb9460023cc5433a03,0,B cell ,Memory B cell,Core memory B cell
24778,0f4f11fc745a11eb9460023cc5433a03,8,B cell ,Memory B cell,Core memory B cell
24779,0f5082b2745a11eb9460023cc5433a03,12,B cell ,Memory B cell,CD95 memory B cell
24780,0f53178e745a11eb9460023cc5433a03,1,B cell ,Memory B cell,Core memory B cell
24781,0f536676745a11eb9460023cc5433a03,3,B cell ,Memory B cell,Core memory B cell
24782,0f53f672745a11eb9460023cc5433a03,6,B cell ,Memory B cell,Core memory B cell
24783,57cd30fe746811eb8d8fe2317d9a82dc,9,B cell ,Naive B cell,Core naive B cell
24784,57cdfaac746811eb8d8fe2317d9a82dc,0,B cell ,Memory B cell,Core memory B cell
24785,57ce5862746811eb8d8fe2317d9a82dc,4,B cell ,Memory B cell,Core memory B cell
24786,57ce9606746811eb8d8fe2317d9a82dc,7,B cell ,Memory B cell,Core memory B cell
24787,57cf523a746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Core memory B cell
24788,57cfc5f8746811eb8d8fe2317d9a82dc,7,B cell ,Effector B cell,CD27+ effector B cell
24789,57d33b16746811eb8d8fe2317d9a82dc,2,B cell ,Memory B cell,Core memory B cell
24790,57d5007c746811eb8d8fe2317d9a82dc,13,B cell ,Memory B cell,Early memory B cell
24791,57d6bfde746811eb8d8fe2317d9a82dc,11,B cell ,Memory B cell,Core memory B cell
24792,57d6e1bc746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Early memory B cell
24793,57d80d3a746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24794,57db7024746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24795,57dfe438746811eb8d8fe2317d9a82dc,4,B cell ,Memory B cell,Core memory B cell
24796,57e04874746811eb8d8fe2317d9a82dc,15,B cell ,Memory B cell,Activated memory B cell
24797,57e0754c746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24798,57e297d2746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24799,57e2ed7c746811eb8d8fe2317d9a82dc,9,B cell ,Memory B cell,Core memory B cell
24800,57e32c1a746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24801,57e4174c746811eb8d8fe2317d9a82dc,5,B cell ,Memory B cell,Core memory B cell
24802,57e41a12746811eb8d8fe2317d9a82dc,9,B cell ,Memory B cell,Early memory B cell
24803,57e66b78746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24804,57e9ea8c746811eb8d8fe2317d9a82dc,6,B cell ,Effector B cell,CD27+ effector B cell
24805,57ebead0746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24806,57f04d64746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Core memory B cell
24807,57f1bdac746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Core memory B cell
24808,57f49158746811eb8d8fe2317d9a82dc,0,B cell ,Memory B cell,Early memory B cell
24809,57f714f0746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Early memory B cell
24810,57fae92c746811eb8d8fe2317d9a82dc,12,B cell ,Memory B cell,CD95 memory B cell
24811,57ff2cee746811eb8d8fe2317d9a82dc,9,B cell ,Memory B cell,Core memory B cell
24812,58050d3a746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Core memory B cell
24813,580606c2746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Core memory B cell
24814,580750b8746811eb8d8fe2317d9a82dc,8,B cell ,Memory B cell,Core memory B cell
24815,5808071a746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Core memory B cell
24816,580b4cd6746811eb8d8fe2317d9a82dc,9,B cell ,Memory B cell,Core memory B cell
24817,580bd534746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Core memory B cell
24818,580dbd86746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24819,58115248746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24820,581b3fa6746811eb8d8fe2317d9a82dc,13,B cell ,Memory B cell,Core memory B cell
24821,581c4586746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24822,58202174746811eb8d8fe2317d9a82dc,6,B cell ,Effector B cell,CD27+ effector B cell
24823,58265c4c746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Core memory B cell
24824,582699e6746811eb8d8fe2317d9a82dc,9,B cell ,Memory B cell,Early memory B cell
24825,582aaa4a746811eb8d8fe2317d9a82dc,4,B cell ,Memory B cell,Core memory B cell
24826,582b7a4c746811eb8d8fe2317d9a82dc,11,B cell ,Memory B cell,Core memory B cell
24827,583091b2746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Core memory B cell
24828,5831569c746811eb8d8fe2317d9a82dc,6,B cell ,Memory B cell,Core memory B cell
24829,583696f2746811eb8d8fe2317d9a82dc,7,B cell ,Memory B cell,Core memory B cell
24830,583cdb98746811eb8d8fe2317d9a82dc,1,B cell ,Memory B cell,Core memory B cell
24831,82704122746b11eba241fa7146609c17,1,B cell ,Memory B cell,Core memory B cell
24832,8271fb0c746b11eba241fa7146609c17,6,B cell ,Memory B cell,Core memory B cell
24833,82728b08746b11eba241fa7146609c17,8,B cell ,Memory B cell,Core memory B cell
24834,8272c9c4746b11eba241fa7146609c17,15,B cell ,Memory B cell,Activated memory B cell
24835,8272de5a746b11eba241fa7146609c17,4,B cell ,Memory B cell,Core memory B cell
24836,8272fda4746b11eba241fa7146609c17,7,B cell ,Memory B cell,Core memory B cell
24837,82750176746b11eba241fa7146609c17,2,B cell ,Memory B cell,Core memory B cell
24838,82781bfe746b11eba241fa7146609c17,7,B cell ,Memory B cell,Core memory B cell
24839,8279ad3e746b11eba241fa7146609c17,15,B cell ,Memory B cell,Activated memory B cell
24840,827a9352746b11eba241fa7146609c17,1,B cell ,Memory B cell,Early memory B cell
24841,827d8396746b11eba241fa7146609c17,7,B cell ,Memory B cell,Core memory B cell
24842,82812276746b11eba241fa7146609c17,1,B cell ,Memory B cell,Core memory B cell
24843,8284921c746b11eba241fa7146609c17,6,B cell ,Memory B cell,Core memory B cell
24844,828543c4746b11eba241fa7146609c17,9,B cell ,Memory B cell,Core memory B cell
24845,82885dca746b11eba241fa7146609c17,1,B cell ,Memory B cell,Core memory B cell
24846,828d38cc746b11eba241fa7146609c17,1,B cell ,Memory B cell,Core memory B cell
24847,829004bc746b11eba241fa7146609c17,6,B cell ,Effector B cell,CD27+ effector B cell
24848,8293a446746b11eba241fa7146609c17,11,B cell ,Memory B cell,Core memory B cell
24849,8295f35e746b11eba241fa7146609c17,7,B cell ,Memory B cell,Core memory B cell
24850,829735de746b11eba241fa7146609c17,6,B cell ,Memory B cell,Core memory B cell
24851,82987142746b11eba241fa7146609c17,2,B cell ,Memory B cell,Type 2 polarized memory B cell
24852,829be66a746b11eba241fa7146609c17,4,B cell ,Memory B cell,Core memory B cell
24853,829d0f0e746b11eba241fa7146609c17,7,B cell ,Memory B cell,Core memory B cell
24854,829e82da746b11eba241fa7146609c17,1,B cell ,Memory B cell,Core memory B cell
24855,82a2d10a746b11eba241fa7146609c17,0,B cell ,Memory B cell,Core memory B cell
24856,82a8599a746b11eba241fa7146609c17,1,B cell ,Memory B cell,Core memory B cell
24857,82aae49e746b11eba241fa7146609c17,12,B cell ,Memory B cell,CD95 memory B cell
24858,82ad3ece746b11eba241fa7146609c17,9,B cell ,Memory B cell,Core memory B cell
24859,82ae03cc746b11eba241fa7146609c17,1,B cell ,Memory B cell,Core memory B cell
24860,82aed34c746b11eba241fa7146609c17,2,B cell ,Memory B cell,CD95 memory B cell
24861,82af4e3a746b11eba241fa7146609c17,1,B cell ,Memory B cell,Core memory B cell
24862,82b0ccd8746b11eba241fa7146609c17,10,B cell ,Memory B cell,Type 2 polarized memory B cell
24863,82b64c6c746b11eba241fa7146609c17,10,B cell ,Memory B cell,Type 2 polarized memory B cell
24864,82b74220746b11eba241fa7146609c17,1,B cell ,Memory B cell,Core memory B cell
24865,82b8ee72746b11eba241fa7146609c17,7,B cell ,Memory B cell,Core memory B cell
24866,82ba344e746b11eba241fa7146609c17,1,B cell ,Memory B cell,Core memory B cell
24867,82bde080746b11eba241fa7146609c17,5,B cell ,Memory B cell,Core memory B cell
24868,82c31c80746b11eba241fa7146609c17,15,B cell ,Memory B cell,Core memory B cell
24869,82c3a56a746b11eba241fa7146609c17,12,B cell ,Memory B cell,CD95 memory B cell
24870,82cb68e0746b11eba241fa7146609c17,6,B cell ,Memory B cell,Core memory B cell
24871,82cde160746b11eba241fa7146609c17,6,B cell ,Memory B cell,Core memory B cell
24872,4b48cfb6746b11eb83a4c235a3a08626,14,B cell ,Memory B cell,Core memory B cell
24873,4b497236746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24874,4b4f20d2746b11eb83a4c235a3a08626,10,B cell ,Memory B cell,Core memory B cell
24875,4b50d7ec746b11eb83a4c235a3a08626,13,B cell ,Memory B cell,Early memory B cell
24876,4b517fc6746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24877,4b55e048746b11eb83a4c235a3a08626,6,B cell ,Memory B cell,Core memory B cell
24878,4b59a1ec746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24879,4b5b5e92746b11eb83a4c235a3a08626,6,B cell ,Memory B cell,Core memory B cell
24880,4b5cc67e746b11eb83a4c235a3a08626,4,B cell ,Memory B cell,Core memory B cell
24881,4b62e928746b11eb83a4c235a3a08626,4,B cell ,Memory B cell,Core memory B cell
24882,4b649f3e746b11eb83a4c235a3a08626,4,B cell ,Memory B cell,Core memory B cell
24883,4b651126746b11eb83a4c235a3a08626,6,B cell ,Memory B cell,Core memory B cell
24884,4b7192b6746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24885,4b743296746b11eb83a4c235a3a08626,10,B cell ,Memory B cell,Core memory B cell
24886,4b7539b6746b11eb83a4c235a3a08626,2,B cell ,Memory B cell,Core memory B cell
24887,4b7719d4746b11eb83a4c235a3a08626,7,B cell ,Memory B cell,Core memory B cell
24888,4b7b31a4746b11eb83a4c235a3a08626,6,B cell ,Memory B cell,Core memory B cell
24889,4b7d05d8746b11eb83a4c235a3a08626,2,B cell ,Memory B cell,Core memory B cell
24890,4b82ecb4746b11eb83a4c235a3a08626,6,B cell ,Memory B cell,Core memory B cell
24891,4b843470746b11eb83a4c235a3a08626,6,B cell ,Memory B cell,Core memory B cell
24892,4b866ff6746b11eb83a4c235a3a08626,8,B cell ,Memory B cell,Core memory B cell
24893,4b8777de746b11eb83a4c235a3a08626,10,B cell ,Memory B cell,Core memory B cell
24894,4b88f2b2746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24895,4b88f816746b11eb83a4c235a3a08626,5,B cell ,Memory B cell,Core memory B cell
24896,4b895694746b11eb83a4c235a3a08626,7,B cell ,Memory B cell,Core memory B cell
24897,4b89892a746b11eb83a4c235a3a08626,7,B cell ,Memory B cell,Core memory B cell
24898,4b8d5884746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24899,4b8e9c58746b11eb83a4c235a3a08626,5,B cell ,Memory B cell,Core memory B cell
24900,4b8ec57a746b11eb83a4c235a3a08626,0,B cell ,Memory B cell,Core memory B cell
24901,4b8ff846746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24902,4b904c4c746b11eb83a4c235a3a08626,6,B cell ,Memory B cell,Core memory B cell
24903,4b9151fa746b11eb83a4c235a3a08626,4,B cell ,Memory B cell,Core memory B cell
24904,4b92af00746b11eb83a4c235a3a08626,6,B cell ,Memory B cell,Core memory B cell
24905,4b93e082746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24906,4b99a03a746b11eb83a4c235a3a08626,9,B cell ,Memory B cell,Core memory B cell
24907,4b9c1158746b11eb83a4c235a3a08626,2,B cell ,Memory B cell,Core memory B cell
24908,4b9c131a746b11eb83a4c235a3a08626,7,B cell ,Memory B cell,Core memory B cell
24909,4b9d388a746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24910,4b9d9bd6746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24911,4b9db6f2746b11eb83a4c235a3a08626,6,B cell ,Memory B cell,Core memory B cell
24912,4ba00d26746b11eb83a4c235a3a08626,3,B cell ,Memory B cell,Activated memory B cell
24913,4ba4e8b4746b11eb83a4c235a3a08626,9,B cell ,Memory B cell,Early memory B cell
24914,4ba616b2746b11eb83a4c235a3a08626,1,B cell ,Memory B cell,Core memory B cell
24915,4ba74f0a746b11eb83a4c235a3a08626,7,B cell ,Memory B cell,Core memory B cell
24916,117d4f24746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24917,117deeca746a11eba6ee4656f02e1fdd,5,B cell ,Naive B cell,ISG+ naive B cell
24918,1181d8a0746a11eba6ee4656f02e1fdd,8,B cell ,Memory B cell,Core memory B cell
24919,1181da9e746a11eba6ee4656f02e1fdd,12,B cell ,Memory B cell,CD95 memory B cell
24920,1184d906746a11eba6ee4656f02e1fdd,0,B cell ,Memory B cell,Core memory B cell
24921,11855b7e746a11eba6ee4656f02e1fdd,9,B cell ,Memory B cell,Early memory B cell
24922,119179fe746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24923,1192b422746a11eba6ee4656f02e1fdd,10,B cell ,Memory B cell,Type 2 polarized memory B cell
24924,119518b6746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24925,1196ee5c746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24926,119710b2746a11eba6ee4656f02e1fdd,8,B cell ,Memory B cell,Core memory B cell
24927,119eb074746a11eba6ee4656f02e1fdd,8,B cell ,Memory B cell,Core memory B cell
24928,11a16350746a11eba6ee4656f02e1fdd,9,B cell ,Memory B cell,Core memory B cell
24929,11a3af34746a11eba6ee4656f02e1fdd,7,B cell ,Memory B cell,Core memory B cell
24930,11a61436746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24931,11ab9208746a11eba6ee4656f02e1fdd,7,B cell ,Memory B cell,Core memory B cell
24932,11b207f0746a11eba6ee4656f02e1fdd,8,B cell ,Memory B cell,Core memory B cell
24933,11b2bf60746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Early memory B cell
24934,11b56a30746a11eba6ee4656f02e1fdd,2,B cell ,Memory B cell,Core memory B cell
24935,11bab198746a11eba6ee4656f02e1fdd,8,B cell ,Memory B cell,Core memory B cell
24936,11bab9f4746a11eba6ee4656f02e1fdd,0,B cell ,Memory B cell,Core memory B cell
24937,11bb5b66746a11eba6ee4656f02e1fdd,0,B cell ,Memory B cell,Core memory B cell
24938,11bbbb56746a11eba6ee4656f02e1fdd,8,B cell ,Memory B cell,Core memory B cell
24939,11bdf25e746a11eba6ee4656f02e1fdd,14,B cell ,Memory B cell,Core memory B cell
24940,11be1c48746a11eba6ee4656f02e1fdd,7,B cell ,Memory B cell,Core memory B cell
24941,11be4362746a11eba6ee4656f02e1fdd,0,B cell ,Memory B cell,Core memory B cell
24942,11c121ae746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24943,11c410da746a11eba6ee4656f02e1fdd,6,B cell ,Memory B cell,Core memory B cell
24944,11c73a6c746a11eba6ee4656f02e1fdd,0,B cell ,Memory B cell,Core memory B cell
24945,11c863ec746a11eba6ee4656f02e1fdd,10,B cell ,Memory B cell,Core memory B cell
24946,11c8f0dc746a11eba6ee4656f02e1fdd,6,B cell ,Memory B cell,Core memory B cell
24947,11cdec4a746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24948,11cee712746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24949,11d143b8746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24950,11d2df84746a11eba6ee4656f02e1fdd,0,B cell ,Memory B cell,Core memory B cell
24951,11d4de2e746a11eba6ee4656f02e1fdd,6,B cell ,Memory B cell,Core memory B cell
24952,11d509e4746a11eba6ee4656f02e1fdd,5,B cell ,Memory B cell,Core memory B cell
24953,11d6dd00746a11eba6ee4656f02e1fdd,13,B cell ,Memory B cell,Core memory B cell
24954,11d80be4746a11eba6ee4656f02e1fdd,6,B cell ,Memory B cell,Core memory B cell
24955,11d974ca746a11eba6ee4656f02e1fdd,9,B cell ,Memory B cell,Early memory B cell
24956,11da8e82746a11eba6ee4656f02e1fdd,0,B cell ,Memory B cell,Core memory B cell
24957,11dada18746a11eba6ee4656f02e1fdd,6,B cell ,Memory B cell,Core memory B cell
24958,11db6618746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24959,11deea86746a11eba6ee4656f02e1fdd,1,B cell ,Memory B cell,Core memory B cell
24960,11e7d8b2746a11eba6ee4656f02e1fdd,7,B cell ,Memory B cell,Core memory B cell
24961,11ec757a746a11eba6ee4656f02e1fdd,6,B cell ,Effector B cell,CD27+ effector B cell
24962,f1ebc6b0746711eb96b76e4cdef221b1,4,B cell ,Memory B cell,Core memory B cell
24963,f1ed1178746711eb96b76e4cdef221b1,5,B cell ,Memory B cell,Core memory B cell
24964,f1ef6a54746711eb96b76e4cdef221b1,2,B cell ,Memory B cell,Core memory B cell
24965,f1f0a04a746711eb96b76e4cdef221b1,5,B cell ,Memory B cell,Core memory B cell
24966,f1f4df66746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
24967,f1f58560746711eb96b76e4cdef221b1,11,B cell ,Memory B cell,Core memory B cell
24968,f1f5d25e746711eb96b76e4cdef221b1,6,B cell ,Memory B cell,Core memory B cell
24969,f1f68820746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
24970,f1f9c81e746711eb96b76e4cdef221b1,4,B cell ,Memory B cell,Core memory B cell
24971,f1fa57d4746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
24972,f1fb3668746711eb96b76e4cdef221b1,8,B cell ,Memory B cell,Core memory B cell
24973,f1fd6c9e746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
24974,f1fe8836746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
24975,f2080cc6746711eb96b76e4cdef221b1,6,B cell ,Memory B cell,Core memory B cell
24976,f210e602746711eb96b76e4cdef221b1,7,B cell ,Memory B cell,Core memory B cell
24977,f2117f4a746711eb96b76e4cdef221b1,2,B cell ,Memory B cell,Core memory B cell
24978,f21248c6746711eb96b76e4cdef221b1,14,B cell ,Memory B cell,Core memory B cell
24979,f21334f2746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
24980,f2137bba746711eb96b76e4cdef221b1,6,B cell ,Memory B cell,Core memory B cell
24981,f214ee64746711eb96b76e4cdef221b1,6,B cell ,Memory B cell,Core memory B cell
24982,f21ac0b4746711eb96b76e4cdef221b1,7,B cell ,Memory B cell,Core memory B cell
24983,f21ac83e746711eb96b76e4cdef221b1,0,B cell ,Memory B cell,Core memory B cell
24984,f21c81e2746711eb96b76e4cdef221b1,2,B cell ,Memory B cell,Core memory B cell
24985,f21e2178746711eb96b76e4cdef221b1,6,B cell ,Memory B cell,Core memory B cell
24986,f21f06d8746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
24987,f223ad96746711eb96b76e4cdef221b1,0,B cell ,Memory B cell,Core memory B cell
24988,f225f858746711eb96b76e4cdef221b1,9,B cell ,Memory B cell,Core memory B cell
24989,f229cca8746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
24990,f22a3634746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
24991,f22b4786746711eb96b76e4cdef221b1,11,B cell ,Memory B cell,Core memory B cell
24992,f23087d2746711eb96b76e4cdef221b1,0,B cell ,Memory B cell,Early memory B cell
24993,f23303d6746711eb96b76e4cdef221b1,8,B cell ,Memory B cell,Core memory B cell
24994,f2339152746711eb96b76e4cdef221b1,0,B cell ,Memory B cell,Core memory B cell
24995,f233feb2746711eb96b76e4cdef221b1,6,B cell ,Effector B cell,CD27+ effector B cell
24996,f23c5a4e746711eb96b76e4cdef221b1,12,B cell ,Memory B cell,CD95 memory B cell
24997,f23e7c0c746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
24998,f23ffe60746711eb96b76e4cdef221b1,0,B cell ,Memory B cell,Core memory B cell
24999,f250ac7e746711eb96b76e4cdef221b1,2,B cell ,Memory B cell,Core memory B cell
25000,f25ad88e746711eb96b76e4cdef221b1,5,B cell ,Memory B cell,Core memory B cell
25001,f25d8700746711eb96b76e4cdef221b1,5,B cell ,Memory B cell,Core memory B cell
25002,f25d92c2746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
25003,f25e4050746711eb96b76e4cdef221b1,15,B cell ,Memory B cell,Activated memory B cell
25004,f2619d0e746711eb96b76e4cdef221b1,1,B cell ,Memory B cell,Core memory B cell
